"Season","Name","Team","Age","AVG","OBP","SLG","OPS","AB","H","R","HR","RBI","SB","Off","WAR","playerid"
"1973","Aurelio Rodriguez","DET","25",".222",".266",".330",".596","555","123","46","9","58","3","-24.5","-0.2","1011100"
"1993","Tim Wallach","LAD","35",".222",".271",".342",".612","477","106","42","12","62","0","-22.8","-1.0","1013554"
"1986","Rafael Ramirez","ATL","28",".240",".273",".335",".608","496","119","57","8","33","19","-24.4","-0.3","1010673"
"1976","Aurelio Rodriguez","DET","28",".240",".267",".325",".592","480","115","40","8","50","0","-20.8","-0.3","1011100"
"1976","Dave Chalk","CAL","25",".217",".308",".253",".561","438","95","39","0","33","0","-14.0","1.3","1002114"
"2010","Jose Lopez","SEA","26",".239",".270",".339",".609","593","142","49","10","58","3","-27.7","0.4","3114"
"2020","Marwin Gonzalez","MIN","31",".211",".286",".320",".606","175","37","15","5","22","0","-7.3","0.2","5497"
"2002","Vinny Castilla","ATL","34",".232",".268",".348",".616","543","126","56","12","61","4","-34.4","-1.5","84"
"1982","Luis Salazar","SDP","26",".242",".274",".336",".610","524","127","55","8","62","32","-16.9","0.4","1011378"
"1985","Terry Pendleton","STL","24",".240",".285",".306",".591","559","134","56","5","69","17","-24.5","2.0","1010157"
"2020","Erik Gonzalez","PIT","28",".227",".255",".359",".614","181","41","14","3","20","2","-9.3","0.1","13369"
"2014","Matt Dominguez","HOU","24",".215",".256",".330",".586","564","121","51","16","57","0","-29.8","-1.3","4903"
"2007","Nick Punto","MIN","29",".210",".291",".271",".562","472","99","53","1","25","16","-29.1","0.7","1429"
"1969","Aurelio Rodriguez","CAL","21",".232",".272",".307",".579","561","130","47","7","49","5","-27.5","0.1","1011100"
"1997","Scott Brosius","OAK","30",".203",".259",".317",".576","479","97","59","11","41","9","-33.6","-0.3","1001477"
"1974","Aurelio Rodriguez","DET","26",".222",".255",".306",".562","571","127","54","5","49","2","-30.7","-0.1","1011100"
"1986","Terry Pendleton","STL","25",".239",".279",".306",".585","578","138","56","1","59","24","-28.8","1.1","1010157"
"2020","Eduardo Escobar","ARI","31",".212",".270",".335",".605","203","43","22","4","20","1","-13.5","-0.5","6153"
"1975","Brooks Robinson","BAL","38",".201",".267",".274",".541","482","97","50","6","53","0","-28.1","1.1","1011055"
