Season,Name,Team,Position,Age,AVG,OBP,SLG,OPS,AB,H,R,HR,RBI,SB,Off,WAR,playerid
1990,Jose Lind,PIT,Second Base,26,0.261,0.305,0.34,0.646,514,134,46,1,48,8,-17,1,1007623
2020,Jose Altuve,HOU,Second Base,30,0.219,0.286,0.344,0.629,192,42,32,5,18,2,-5.5,0.2,5417
1978,Dave McKay,TOR,Second Base,28,0.238,0.268,0.351,0.619,504,120,59,7,45,4,-20.8,-0.4,1008579
1972,Felix Millan,ATL,Second Base,28,0.257,0.292,0.313,0.605,498,128,46,1,38,6,-19.9,-0.5,1008867
1976,Tito Fuentes,SDP,Second Base,32,0.263,0.287,0.31,0.597,520,137,48,2,36,5,-15.5,0.3,1004385
1978,Dave Cash,MON,Second Base,30,0.252,0.291,0.315,0.605,658,166,66,3,43,12,-22.5,0.8,1002041
1971,Tommy Helms,CIN,Second Base,30,0.258,0.289,0.325,0.615,547,141,40,3,52,3,-17,2.2,1005616
1969,Tommy Helms,CIN,Second Base,28,0.269,0.296,0.317,0.613,480,129,38,1,40,4,-22.6,-0.8,1005616
1996,Bret Boone,CIN,Second Base,27,0.233,0.275,0.354,0.629,520,121,56,12,69,3,-27.7,0,1067
1979,Duane Kuiper,CLE,Second Base,29,0.255,0.313,0.294,0.608,479,122,46,0,39,4,-25,-0.5,1007207
2018,Dee Gordon,SEA,Second Base,30,0.268,0.288,0.349,0.637,556,149,62,4,36,30,-13.8,0,8203
1984,Steve Sax,LAD,Second Base,24,0.243,0.3,0.304,0.604,569,138,70,1,35,34,-18.3,0.6,1011481
1992,Steve Sax,CHW,Second Base,32,0.236,0.29,0.317,0.607,567,134,74,4,47,30,-19.1,-0.3,1011481
1984,Ron Oester,CIN,Second Base,28,0.242,0.295,0.316,0.612,553,134,54,3,38,7,-21.8,-0.8,1009739
2012,Jemile Weeks,OAK,Second Base,25,0.221,0.305,0.304,0.609,444,98,54,2,20,16,-14,-0.2,2498
1974,Gary Sutherland,DET,Second Base,29,0.254,0.282,0.313,0.596,619,157,60,5,49,1,-25.6,-0.7,1012739
1970,Sandy Alomar,CAL,Second Base,26,0.251,0.302,0.293,0.596,672,169,82,2,36,35,-22.2,2.1,1000176
2003,Alex Cora,LAD,Second Base,27,0.249,0.287,0.338,0.625,477,119,39,4,34,4,-21.9,-0.1,1386
2012,Dustin Ackley,SEA,Second Base,24,0.226,0.294,0.328,0.622,607,137,84,12,50,13,-12.9,2.1,10099
1974,Dave Nelson,TEX,Second Base,30,0.236,0.291,0.287,0.578,474,112,71,3,42,25,-17.3,-0.2,1009499
2017,Jose Peraza,CIN,Second Base,23,0.259,0.297,0.324,0.622,487,126,50,5,37,23,-23.2,-0.3,13593
1970,Dave Campbell,SDP,Second Base,28,0.219,0.268,0.336,0.604,581,127,71,12,40,18,-25.8,0.2,1001876
1969,Gary Sutherland,MON,Second Base,24,0.239,0.289,0.307,0.596,544,130,63,3,35,5,-25.4,-1.4,1012739
2017,Rougned Odor,TEX,Second Base,23,0.204,0.252,0.397,0.649,607,124,79,30,75,15,-33.2,-1.4,12282
1972,Denny Doyle,PHI,Second Base,28,0.249,0.295,0.296,0.591,442,110,33,1,26,6,-19,-0.4,1003460
1983,Juan Bonilla,SDP,Second Base,28,0.237,0.301,0.304,0.605,556,132,55,4,45,3,-21.6,0.6,1001169
1981,Rodney Scott,MON,Second Base,27,0.205,0.308,0.25,0.558,336,69,43,0,26,30,-11.3,0.3,1011693
2020,Marwin Gonzalez,MIN,Second Base,31,0.211,0.286,0.32,0.606,175,37,15,5,22,0,-7.3,0.2,5497
1975,Sandy Alomar,NYY,Second Base,31,0.239,0.277,0.305,0.581,489,117,61,2,39,28,-17.1,1,1000176
2002,Brent Abernathy,TBD,Second Base,24,0.242,0.288,0.311,0.599,463,112,46,2,40,10,-24.9,-0.3,1192
1977,Denny Doyle,BOS,Second Base,33,0.24,0.289,0.308,0.596,455,109,54,2,49,2,-28.9,-0.3,1003460
1970,Horace Clarke,NYY,Second Base,30,0.251,0.286,0.309,0.595,686,172,81,4,46,23,-26.7,0,1002287
1972,Sandy Alomar,CAL,Second Base,28,0.239,0.292,0.287,0.579,610,146,65,1,25,20,-14.8,0.9,1000176
1988,Frank White,KCR,Second Base,37,0.235,0.266,0.33,0.595,537,126,48,8,58,7,-23.8,0.5,1013872
1969,Sandy Alomar,,Second Base,25,0.248,0.294,0.279,0.573,617,153,68,1,34,20,-23.4,-0.8,1000176
2020,Jonathan Villar,,Second Base,29,0.232,0.301,0.292,0.593,185,43,13,2,15,16,-8.2,-0.3,10071
1985,Manny Trillo,SFG,Second Base,34,0.224,0.287,0.288,0.576,451,101,36,3,25,2,-18.6,0.8,1013184
2003,Ramon Santiago,DET,Second Base,23,0.225,0.292,0.284,0.576,444,100,41,2,29,10,-23.3,-1.3,1417
1976,Len Randle,TEX,Second Base,27,0.224,0.286,0.273,0.559,539,121,53,1,51,30,-21.5,-0.4,1010693
1970,Julian Javier,STL,Second Base,33,0.251,0.284,0.306,0.59,513,129,62,2,42,6,-30.5,-0.8,1006371
1996,Delino DeShields,LAD,Second Base,27,0.224,0.288,0.298,0.585,581,130,75,5,41,48,-27.4,-1.7,275
1972,Jack Brohamer,CLE,Second Base,22,0.233,0.271,0.294,0.565,527,123,49,5,35,3,-21.1,0.5,1001465
1984,Curtis Wilkerson,TEX,Second Base,23,0.248,0.282,0.279,0.561,484,120,47,1,26,12,-27.7,-1.1,1013951
1989,Jose Lind,PIT,Second Base,25,0.232,0.28,0.289,0.569,578,134,52,2,48,15,-23.3,-0.4,1007623
1979,Doug Flynn,NYM,Second Base,28,0.243,0.265,0.317,0.582,555,135,35,4,61,0,-31.6,-1.6,1004182
1973,Sandy Alomar,CAL,Second Base,29,0.238,0.288,0.257,0.545,470,112,45,0,28,25,-21.9,0.1,1000176
2015,Chris Owings,ARI,Second Base,23,0.227,0.264,0.322,0.587,515,117,59,4,43,16,-26.7,-1.1,10030
2020,Nicky Lopez,KCR,Second Base,25,0.201,0.286,0.266,0.552,169,34,15,1,13,0,-12.8,-0.2,19339
1978,Doug Flynn,NYM,Second Base,27,0.237,0.277,0.289,0.567,532,126,37,0,36,3,-28.4,-1.3,1004182
2013,Darwin Barney,CHC,Second Base,27,0.208,0.266,0.303,0.569,501,104,49,7,41,4,-29.3,-0.3,2430
1977,Mike Champion,SDP,Second Base,22,0.229,0.271,0.286,0.557,507,116,35,1,43,3,-30.9,-2.5,1002128
1970,Tommy Helms,CIN,Second Base,29,0.237,0.262,0.282,0.543,575,136,42,1,45,2,-39.5,-1.4,1005616
1992,Jose Lind,PIT,Second Base,28,0.235,0.275,0.269,0.544,468,110,38,0,39,3,-28.8,-1.5,1007623
1988,Billy Ripken,BAL,Second Base,23,0.207,0.26,0.258,0.518,512,106,52,2,34,8,-32.4,-1.9,1010977
1981,Doug Flynn,NYM,Second Base,30,0.222,0.247,0.292,0.539,325,72,24,1,20,1,-21.1,-0.5,1004182
